author,content,time
src_200709,不单单莱猪吃多了脑子还掺了核废水呢,2021-05-11 11:31:00
吴观商业已注销,怒了核废水排入太平洋究竟有多可怕核污水主要成分有锶89锶90铯137碘131碳14钚239和放射性氚等即使是过滤处理后的核污水也含有氚碳14钴60锶90等难以彻底,2021-04-12 00:00:00
商丘那点事,东京漏报838例新冠确诊病例从钻石公主号到这次病例漏报从福岛核电站事故防止泄露失职到核污水偷排入海日本人哪一次不是瞒不住了才出来鞠躬又又又又给大家添麻烦了唯一努力的就是外务省养的一群水军躬匠精神不可战胜,2021-02-16 15:56:00
syfsy詠竹詩溪,被核废水污染了的柠檬更酸,2021-01-18 12:37:00
ssssQAQssss,某些粉丝脑子里面的核废水赶紧倒倒没有这些革命先驱的努力和奋斗哪有你们今天在这里giegie长giegie短的有点脑子的赶紧装回你们的脑子跟着一块骂骂你们的giegie赶紧举报争取不上映要不然糊了才好,2021-05-14 11:09:00
搞笑三好生,日本宣布下架放射性氚吉祥物不得民心赵立坚请日本政客用核废水做饭洗衣商务部回应日本处置福岛核废水L搞笑三好生的微博视频,2021-04-15 23:59:00
EverFree,日本若是因为核废水就迎合米国的反中立场可太差劲了,2021-04-14 00:00:00
Toobigtofish,有点智商想想就懂了难道全部环太平洋国家都想喝核废料水还是说自家的废水不用排出去全部做成地沟油内卷消化飛渣流攤用戶2P玩家1997O网页链接对的,2021-04-13 23:54:00
小知淮,忘忧草唷难怪同意小鬼子排核废水,2021-05-09 12:19:00
撩妹学院吕安安,数十年27000多桶至少十万桶以上而且这还仅是一个开始阶段的数据难怪美帝国务卿会公开感谢日本在排放核污染废水上所做的透明努力这它妈的逼都不知道往大海里偷排放多少数量的剧毒了这不定时的生态大灾难核弹群藏得实在是太深了这情况估计已经无药可救了,2021-05-08 03:55:00
秋风摇月不动如你,有没有方案咱们收过来变废为宝,2021-04-14 00:00:00
OOOJ,可谁还顾得上300年太真实太可悲了,2021-04-13 00:00:00
加入大佬群,日本排放核废水有两套方案优先考虑第二种不想毒到自己加入大佬群2021521,2021-05-21 00:00:00
爱奇娱谈,菅义伟想不到核废水还未倒进海日本就已收噩耗一个比一个狠菅义伟想不到核废水还未倒进海日本就已收噩耗一个比一个狠菅义伟自从成为日本首相后就面临非常多的麻烦不管是新冠疫爱奇娱谈2021418,2021-04-18 00:00:00
珍珠何以慰寂寥,日本政府基本决定将福岛核污水排入大海记得19年从上海开始明确实行垃圾分类措施紧接着全国掀起来垃圾分类浪潮很多人说日本这方面做得好但是这几天看到这个消息很震惊一向说注重细节环保的日本竟然,2021-04-10 14:44:00
用户6181900981,日本倒核废水她装死提到中国倒支棱起来了O日本倒核废水她装死提到中国倒支棱起来了,2021-05-11 09:33:00
曾畅,支持氢弹洗地如果日本请不到美国的氢弹我国可以无偿捐献两颗,2021-04-13 00:00:00
光源吾语,日本本身就是一个岛国对海洋的依赖性更大将核废水倒入海洋难道不是自掘坟墓吗,2021-05-17 22:15:00
Typhone小K,粉红鼻祖肯尼迪_关岛号导弹战列舰日本向着太平洋倾倒核废水慢性入侵珍珠港,2021-05-03 17:59:00
「已注销」,唉,2021-04-15 00:00:00
dkcbhz,漂亮国那么干有他强大的海军支撑我们003还没下水呢我认为上面肯定有想这么干的但是姑且实力不够日本是个屏障当美国看到有拴不住的可能的时候还能让他自杀式袭击一波现阶段应该还是能稍微保一下日本就保一下,2021-04-23 00:00:00
匿名用户 (作者) ,建议最后一图改名叫大和抚子,2021-04-13 00:00:00
就叫这个00,西方哑火是因为倒的不是大西洋,2021-04-13 00:00:00
Cocotina111,1印度的傲慢自大无任何防护措施大规模的政治选举集会层出不穷的宗教活动冷热不忌的变异新冠病毒疫情全面失控印度周边的除中国外的其他国家也被祸及了滚雪球效应会越滚越大2国运不济的日本还在跟7月份的东京奥运会作最后的挣扎东京奥运会跟鸡肋一样核废水入海计划被全球围观日本在无法突破自身困局的情况下又借美国惟恐天下不乱的势头围攻中国好转移国内外矛盾3弃约的澳大利亚跟中国死命开杠的点大概也是源自对中国崛起和发展的羡慕嫉妒恨吧现在中澳关系冷却保持一个操作永远别对澳大利亚心存幻想收起全文d,2021-05-08 22:23:00
开开心心的生活,确定那个是反应堆吗不是冷却塔吗,2021-04-22 00:00:00
乔老爷玩转地球,日鬼子向大海排放核污废水必将自作自受,2021-05-04 20:39:00
猪突鸡肋,日本说稀释之后可以喝但自己始终没有喝下去,2021-04-14 00:00:00
熊猫滚滚看世界2019,日本71级地震话说看了一下Dutchsinse这个地震分析的那个频道似乎原本震级是73其次日本福岛核电站目前未见异常据最新消息福岛第二核电站已出现泄露呵呵其实么就是如预期的小日本借机开始搞核废水排放继续祸害太平洋沿岸了,2021-02-14 03:42:00
与格格巫,李飞大公主病黄金马桶盖李飞大女主命倦爷有所不能李飞上辈子是把核废水喝光了吗几把镶钻操预严家真是尼玛命里带钱头发很整齐李飞睡着了又惊醒了原来自己登基了苞米公逼李飞,2021-05-05 02:13:00
可达鸭嘴可硬,福岛核废水57天可废掉半个太平洋造孽啊艹有没有人治治这个要死的国家啊怎么这么死皮不要脸啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,2021-04-13 23:57:00
强大微生物古月,胡说八道日本自来水可以直接喝比纯净水还干净即便是核废水也比纯净水干净,2021-05-03 20:02:00
无花无酒锄作田,把日本人干掉杜鲁门,2021-04-14 00:00:00
静怡Shining,拉瓦铀日本的经费肯定喂到瑞典了日喂瑞一玶海岸看了一下少女继续发推支持全世界学生周五逃课对日本排核废水目前还一言不发评论里有人提示也置之不理风云sfy瑞典的环保少女呢,2021-04-10 19:17:00
慧音三三,但是残酷的事实是除了我们和毛子脱离开丑国和他的狗们后剩余的国家真的全部加起来都没有一战之力文化输出是建立在军事实力之上的最终还是得靠我们的拳头说话,2021-04-16 00:00:00
建立自我追求无我,只是禁止巨人的上映但是并没有禁止对巨人的二次创作微博知乎B站都能搜索进击的巨人何来封禁之说,2021-05-18 00:00:00
耐岩浆水稻,哎呀干净的日本街道垃圾分类的日本真尼玛毁三观,2021-04-09 00:00:00
snowreflyem,污染不污染谁说都没用日本自己把这没污染的水喝了我们就信国内谁觉得没污染就给他喝福岛特产水,2021-04-14 00:00:00
清霜-靜看雲卷雲舒,冤有头债有主驴驴这是脑进核废水了我方不接受修改砍小胖胖还可能因为情感纠纷家庭琐事少判点砍无辜的人大姐你完蛋吧,2021-05-20 00:09:00
Joker,移到你家去吗,2021-04-12 00:00:00
五条悟昂,立本动画也不行平成废豚的玩意儿屁股就是歪的,2021-04-14 00:00:00
不想上阳台的猫,回家路上脑子里全是核废水和两面包,2021-05-05 20:33:00
没有人比我更讨厌学习,环境人有一个小小的心愿希望核废水问题能得到妥善解决,2021-05-17 03:58:00
复杂文化,洋流可以计算流经方向那鱼虾呢海洋生物的污染早晚会通过食物链进入餐桌,2021-04-14 00:00:00
是大牙呀,确定是大哥不是野爹,2021-04-13 00:00:00
布衣神话,学中国一辈子但是学艺不精学了儒家的功利也学了佛家的自了就是学不来道家的大气哈哈哈,2021-04-10 00:00:00
想吃小龙虾 (作者) ,太专业的知识咱不懂不过从逻辑来说如果影响真的很大大国应该早把日本扬了,2021-04-13 00:00:00
乾坤龙心,乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,2021-05-09 19:11:00
舒服自由人,日本把后30年的经济命运赌在奥运上去年看到出现错误不亏损还加杠杆死扛这一波严重套牢后还大规模向外放毒排核废水大概510年后大量的怪病会在民间出现经济上的困窘也很可能让右翼抬头把灾祸归咎于外来移民或是外国干扰破坏之类的到时人为制造众多小群体对立和暴力纠纷普通老百姓有得苦了收起全文d,2021-04-10 18:28:00
情感重叠,警告不许排放核废水大批军舰现身日本海巡航导弹直接发射在日本政府决定向海洋排放福岛第一核电站受到核污染的核废水后俄罗斯大批军舰战机突然现身日本海海域展开军事演习期间炮情感重叠202155,2021-05-05 00:00:00
不墨大叔,副首相说核废水喝了没事建议日本人一人一口把核废水喝光在日本政府决定排放之前福岛已经在第一次地震时泄露了500吨核废水流入海洋2013年第一批储存核污水的罐子发生泄漏300吨核废水直接渗透进土壤,2021-05-14 00:00:00
Flamingo,我觉得NHK这一波是在嘲讽,2021-04-27 00:00:00
海峡之声,中国驻韩国大使邢海明接受韩国媒体采访就日本核污染水排海问题介绍中方立场5月11日韩国文化广播公司MBC新闻纪实节目PD手册播出对邢海明大使采访邢海明大使就日本核废水排海问题介绍了中方立场中国驻韩大使为韩媒体介绍中方对日核污染水问题立场中国驻韩大使介绍中方对日核污染水问题立场邢海明表示日本政府决定以海洋排放方式处置福岛核电站事故核废水引发国际社会高度关注福岛核废水处置问题事关国际海洋环境食品安全和人类健康多个国际权威机构多国专家明确指出福岛核废水排入海洋将对周边国家海洋环境和公众健康造成严重影响日方在没有穷尽安全处置手段的情况下不顾国内外质疑和反对未经与周边国家和国际社会充分协商单方面决定以排海方式处置福岛核废水这种做法自私自利极其不负责任目前多国政府众多国际组织和环保团体以及包括日本国民在内的各国民众均对此表示严重关切和强烈反对作为日本近邻和利益攸关方中方对此严重关切强烈敦促日方认清自身责任秉持科学态度履行国际义务对国际社会周边国家以及本国国民的严重关切作出应有回应我们注意到韩国政府和民众也对此高度关切并在国际上积极发出正义声音强调日本应向邻国提交充分的科学依据同邻国提前协商并共享信息保障利害攸关方专家参与国际原子能机构IAEA的验证过程中韩在此问题上立场高度一致双方保持良好沟通中方愿继续就此同韩方保持密切沟通协调并愿同国际社会和地区国家一道采取必要措施和行动共同应对这一国际挑战海洋是人类共同财产希望日本秉持对全人类负责对子孙后代负责的态度重新审视并收回错误决定自觉接受包括中韩在内的国际社会的实质参与和监督让福岛核废水处置问题完全在阳光下运行中国驻韩国大使馆收起全文d,2021-05-12 16:56:00
抹茶草莓·,李飞乐开花与格格巫李飞大公主病黄金马桶盖李飞大女主命倦爷有所不能李飞上辈子是把核废水喝光了吗几把镶钻操预严家真是尼玛命里带钱头发很整齐李飞睡着了又惊醒了原来自己登基了苞米公逼李飞,2021-05-05 02:16:00
多喝烫水多噶酒菜,怪,2021-04-16 00:00:00
艺小宝,卧槽这是一篇看了会生气的文章,2021-04-18 00:00:00
豪宅最TOP,日本福岛县近海海域60级地震2011年东京电力公司社长向福岛灾民道歉时遭怒斥你们这不是胡扯吗日本正式决定向海洋排放核废水L豪宅最TOP的微博视频,2021-05-19 13:12:00
芋泥啾啾奶绿,地球其他生物又替智人承受伤害了,2021-04-14 00:00:00
军寻绿网 (作者) ,很有道理,2021-04-21 00:00:00
弦里是闲鲤,臭水产能回到核废水里吗出来污染环境干嘛,2021-05-05 14:27:00
lancer,呼孝山庄,2021-04-16 00:00:00
砺剑,关于日本向海里排放核废水有几句话要说来源杨震首先这件事情反映了日本战略能力的缺失当年的大地震到现在灾民都没有安置妥当实在令人震惊而自卫队员临阵脱砺剑2021410,2021-04-10 00:00:00
一颗丹心向朝阳,日本核废水把她喂饱了,2021-05-09 20:17:00
charcole999,复议还有比胡萝卜更难吃的吗谏山创我真是想给你妈来一刀你自己睁大你的狗眼看看你画的什么东西当初地鸣怎么没把你踩死三笠被你毁成这个样子你还有什么脸说她是你最喜欢的角色男女主人设全被你画崩了你是喝了核废水吗还是说你暗恋岸本要在已经是一坨屎的结局上在撒一泡尿我真是想给你妈来一刀,2021-05-15 09:57:00
史七岁,人类共同体的现在没有谁赢谁输就好像这疫情席卷全球五花八门的人类意识形态看足一年翻过一年反而更仓皇世界末日的苗头就这么真切的出现了现在能断定一点核废料的排放直接影响全球生育谁也不想看到在末世哪怕牺牲自己都不能保全孩子的情况存在,2021-04-14 00:00:00
番茄还是西红柿,中国输了也得先弄死本子,2021-04-14 00:00:00
草莓香味的糖,大熊Catalyst真是很讽刺在日本核废水决定倾倒太平洋的时候我们都在愤怒谴责而从未反省这些随手无谓的举动其实跟这件事并无差别查看图片,2021-05-05 15:37:00
热情的西瓜,你口水太牛逼还能致癌,2021-04-13 00:00:00
诶呦我去,去年美军基地污染泄漏我住的地方居民体内某类元素超标但那个污染是很久之前的事了去年才知道不知不觉中不知道喝了多少污染水所以从去年开始一直买的矿泉水这次核废水再一倒不知道又出什么问题呢别说外国人怕自从福岛核泄漏以来担心的日本人也很多我也遇到过几个,2021-04-17 00:00:00
好难说故事,有道理,2021-04-19 00:00:00
傻豆豆,怎么算赢了啊,2021-04-14 00:00:00
桂圆公子,更令人难过的是还真有人信了美国人这一套,2021-04-14 00:00:00
妖言惑众,给来源否则我要那个了指,2021-05-04 00:00:00
快速傅立叶变换,躬匠精神,2021-04-13 00:00:00
呼啦呼啦呼啦啦,首先美国人得知道日本在哪其次他们得知道洋流是什么最后美国政府对舆论的掌控要比你我想象可怕的多的多,2021-04-14 00:00:00
临沂生态环境,福岛核事故10周年福岛核电站厂房上方发现严重污染据日本原子力规制委员会10日发布的调查报告福岛核电站2号3号机组厂房上方可能附着了7万万亿贝克勒尔的放射性物质污染程度远超预期厂房还有引发爆炸的可能目前核电站内还存有超120万吨的放射性污水威胁环境和居民的安全L央视新闻的微博视频2临沂收起全文d,2021-03-11 09:19:00
死都不奶团,好多宇二鬼子这就不演了一天到晚说端水我看端的是你脑子里的核废水吧看这数据难怪啦抵了字野贝夕家一半的销量呢好多宇早点给我和你们家字野割割一起滚回rb喝核废水吧,2021-05-07 17:00:00
知乎用户,工匠精神嘛反复论证精益求精晚一点做出决定是很正常的狗头,2021-04-10 00:00:00
披着羊皮的狼,什么叫没得选选择多得是往海里排就是日本的目的日本就是想要往海里排你说有别的更省事省钱的方法它们也不接受就要往海里排为啥因为这样符合美国的战略核污染海洋最先遭殃的肯定是中国俄罗斯这边就是升级版的细菌生物战符合排核污染物条件的亚洲国家也就日本了以前一直都有偷偷排现在摊牌了什么还有朝鲜,2021-04-14 00:00:00
屋檐下高傲的头颅,2011年311大地震发生时南方系的报道对日本极尽阿谀吹捧之能事相信日本相信这个由东西文化精华淬炼的民族多灾无常的国度却有着最宝贵的财富勤劳智慧隐韧的国民这一次核危机是日本人以其民主的政体负责的官员理性的公民自由的媒体抗争天灾的舞台信息公开透明的民主社会这就是日本人非凡的冷静非凡的理性收起全文d,2021-03-11 14:29:00
Geeph,然后一批年轻人也会呐喊要责怪就责怪以前的人又不是现在出生的人干的你们怎么老抓着别人不放小肚鸡肠你看现在不就特别多的年轻人给小鬼子洗地吗,2021-04-09 00:00:00
次肉的喵喵,乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,2021-05-13 12:37:00
致郁系M酱,哈哈哈哈哈哈哈阿_铎改名伏地魔基地吧有新冠核废水等黑魔法加持,2021-05-17 17:47:00
知乎用户,还有德国在世界杯小组赛被淘汰世界毁灭全是勒夫的错,2021-04-19 00:00:00
gerwala,阿三抗疫用牛尿小泥哄请喝核废水,2021-05-05 19:52:00
逸筱羚,扔氢弹好啊一衣带水的我觉得我们回家可以帮个忙,2021-04-11 00:00:00
果小泽,拿出刷马桶的精神好吗日本人真气人自私自利,2021-04-13 00:00:00
吧啊,不懂就问这这和熵增的关系是,2021-04-14 00:00:00
lotus,建议采纳俄罗斯科学家提议用氢弹帮他们处理掉氚,2021-04-20 00:00:00
平行线,晒干您是对核废水的处理有多大的误解这些马上就要撑爆目前罐子容量的水如果要晒干那又要多大面积的蒸发池而且是开放体系怎么确保污染不会渗透到环境中虽然周边环境其实也一样糟糕了如果碰见海啸地震开放体系的废水很可能直接进入环境就算晒干了留下的也是高度浓缩的放射性汤放射性更强如何收集以及后续的固化处理已经超越人类想象了相比之下使用封闭式蒸发装置还靠谱一点也是IAEA推荐的选项但是日本人选择了更便宜的处理完后直接排海,2021-05-02 00:00:00
央视财经,史无前例一图看懂日本核废水排海危害13日日本政府正式决定将福岛核废水排放入海核废水一旦排海放射性物质将在57天内扩散至太平洋大半区域10年后蔓延全球海域央视财经2021414,2021-04-14 00:00:00
熙悦__,东电公司作为大型私人公司根本无力承担这样大的核事故日本政府更是不愿意为其买单世界各国因为疫情引发的变故已无暇顾及如果日本真的要排放核废水到海洋里在可预见的未来生态核污染大概率会发生只是一个概率问题,2021-04-10 23:09:00
战斗力旺盛的侯爵,沙皇俄国的时候不是自己解散的也就苏联吧,2021-04-13 00:00:00
Florence,归根结底还是怕花钱然后选择最不负责任的办法道义上来说上说小实在是缺大德而且从长远角度考虑这其实是成本最高的下下策真的服了鬼子了双手赞同毛熊方案,2021-04-13 00:00:00
吉安消防,今夜无月却有星辰晚安百万吨核污水入海多可怕,2021-04-10 22:06:00
相约2039,补一句还要建设一个跟油管功能近似的全球性网络媒体平台防止被封,2021-04-22 00:00:00
沙粒,炭素中文就叫碳,2021-04-13 00:00:00
kuma型重雷装巡洋艦,核废水这事日本人自己都在推特上狂骂,2021-04-13 23:52:00
安徽广播电视台,福岛核事故10周年福岛核电站厂房上方发现严重污染据日本原子力规制委员会10日发布的调查报告福岛核电站2号3号机组厂房上方可能附着了7万万亿贝克勒尔的放射性物质污染程度远超预期厂房还有引发爆炸的可能目前核电站内还存有超120万吨的放射性污水威胁环境和居民的安全L央视新闻的微博视频收起全文d,2021-03-11 10:17:00
狱炎猛火,日本福岛核污水罐被地震震歪了日本福岛附近海域发生73级地震后日本东京电力公司对福岛第一核电站的1074个核污水储存罐进行了检查发现有53个储存罐发生了位置偏差偏差在3厘米到19厘米之间日本欲将123万吨福岛核污水排入大海东北亚局势核辐射变异O网页链接收起全文d,2021-02-27 15:13:00
什锦,小日本人本来就是麻烦大户吧,2021-05-05 00:00:00
不会飞的雕兄,负3个点低吸1成大湖股份渔业预制菜核废水概念白酒养老短线打个野,2021-05-14 11:19:00
迷彩乔哥,前段时间日本人说排到大海里的核废水比饮用水还干净原来是这个意思,2021-05-03 22:38:00
李建,新疆没有的事都给你造谣成那样鬼子明目张胆的倒核水反而大家都说可以哎这个世界啊赶快打核大战吧已经没有什么良知和道德可言了,2021-04-14 00:00:00
青崖白鹿,送他们一枚大当量氢弹给它原地蒸发掉可以吗,2021-04-12 00:00:00
MAYDAYtrust,日政府基本决定将福岛核污水排入大海要和大家同归于尽啊,2021-04-10 16:03:00
FPatinage,日本即将倾倒124万吨核污染废水至太平洋VS日本癌症发病率速查怕死的小白看到了德国人建模做的核废料污染扩散模拟此外讨论中开始显示日本到底能不能去并讨论甲状腺癌发病率等于是我去查了一下日本癌症发病率数据见图,2021-04-10 15:35:00
龙锵锵,我感觉这帮操蛋的东西是想拉一波资金不然已他们小岛国的地理位置海洋有啥问题他们自己最倒霉啊难道又要像上次一样一亿具碎吗这样的话如果毛熊不好意思实施他们的方案我们还是愿意代劳的,2021-05-04 00:00:00
知乎用户,真的好害怕对我们的生活影响大不大啊,2021-04-09 00:00:00
deepoceandaybreak,日本73级强震或为2011年大地震余震昨晚日本发生73级强震据日媒地震已造成福岛县宫城县等地超100人受伤福岛第二核电站的一号机组用以保存核燃料的冷却水发生轻微泄漏但辐射量很低日本气象厅认为这次地震可能是2011年311大地震的余震近期仍可能发生强震L央视新闻的微博视频收起全文d,2021-02-14 07:49:00
今天你吃草莓了吗-,好基友一起走士寂无声_你一杯恒河水我一杯核废水干了之后就是一辈子的好兄弟了,2021-05-15 13:56:00
这瓜好甜哟,话是这么说没有子孙后代,2021-04-13 00:00:00
川纳德塘建国,孤烟暮蝉日本傻事你们要知道日本在8年前的2013还是用挖坑加三层防水布放核废水的会不会笑出眼泪啦然后结果被发现泄漏查看图片善良的囧囧神钢铁集装箱当初就应该灌铅密封的小日本作为发达国家这个钱都不舍得花宁愿害人害己,2021-05-01 13:30:00
任政文,说得对我们要主动出击分裂其势力,2021-04-15 00:00:00
虛拟木偶,来个一招鲜支持俄式黑魔法打到小日本,2021-04-10 00:00:00
北斗分析站,日本核电站不断排放核污水俄专家提出解决方法直接扔个氢弹不过专家表示想要解决日本福岛核电站问题并不是一朝一夕的事情该国也并不会选择集中排放反而是将核污水装船从而均匀排北斗分析站2021522,2021-05-22 00:00:00
这次可能失约,一意孤行排放核废水那些一声不吭的国家也默默把日本拉近了黑名单日本要在2年后向太平洋排放核废水的消息已经传遍了全球各个角落除了中韩两国外大部分国家好像对日本的行为并不怎么关这次可能失约2021418,2021-04-18 00:00:00
斯人么,艹人类早晚被自己给绝种了史老柒小畜生现在的关注点是中国南海填岛破坏珊瑚礁和海洋垃圾日本核废水这个在她主页下面提醒她都不回复清音入杳冥环保小公主呢,2021-04-11 18:49:00
川纳德塘建国,帝吧官微估计日本几年前就开始偷偷往太平洋里排核废水了,2021-04-11 21:36:00
战斧洋芋,儿子一条被美国牵着链子的狗而已,2021-04-15 00:00:00
轻轻逸之,别待会鬼子又把废水排到海里,2021-02-13 22:17:00
袜子破啦,化妆的时候化妆师和我闲聊说起她养的仓鼠吃的是哪个哪个国家进口的用的玩具啊装饰啊住的小房子外形就像mini别墅还说了之前喂的矿泉水她都一直买日本进口的现在核废水不敢买了哈哈哈哈,2021-05-13 18:06:00
战略安全与军控在线,使劲炒作中国火箭残骸问题对日本核废水问题视而不见,2021-05-09 18:58:00
碧绿色的兔子,海豚湾谁拍的,2021-04-13 00:00:00
聪明的小封子,日本人真是虚伪,2021-04-10 00:00:00
ALEX,红框部分的大意是由于放射性污染暂停未经物理检验的来自于日本的产品,2021-04-15 00:00:00
四川省人民检察院,日本福岛核污水罐被地震震歪了日本福岛核污水罐被地震震歪了据日媒报道东京电力公司称13日福岛附近海域发生73级地震后公司对福岛第一核电站的1074个核污水储存罐进行了检查发现福岛核电站53个核污水罐因强震发生位移偏差在3厘米到19厘米之间不过该公司表示这些核污水储存罐只发生了位移未出现泄漏L人民日报的微博视频收起全文d,2021-02-27 20:41:00
越减越肥的好好先森,优衣库被指使用新疆棉花遭美国拦截我有个脑洞日本因为想在太平洋那里倒核废水激怒美国美国变挑刺日本借着新疆棉花阻拦日本一举两得,2021-05-20 13:32:00
Lili,都是生意,2021-04-18 00:00:00
iamaxh,乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行窑孒日本核废水把她喂饱了,2021-05-09 17:14:00
早川贤秋子,任豪没有人比R1SE更爱R1SE核废水喝完没有啊就出来买热搜,2021-05-02 23:25:00
今天也暗恋金同学,非暴力不合作,2021-04-22 00:00:00
Wojtek,可以买盐了吗,2021-04-27 00:00:00
一二三吃瓜,印官方首次承认恒河浮尸有新冠死者哎呀妈呀你可别张嘴了你一张嘴我都感觉那喝恒河水从你嘴里出来了怎么了你天天都不管你自己国家的人还要打算拉着全人类共沉沦呢我看你直接和日本在一块儿得了一个排核废水一个有病毒的你俩是绝配,2021-05-16 23:13:00
天妒修羅,日本福岛发生71级地震地震发生瞬间多地剧烈摇晃据日本气象厅消息日本福岛东部海域13日晚间发生71级地震东京地区震感强烈晃动时间持续约1分钟地震发生于当地时间23时08分北京时间22时08分震中位于东经1418度北纬377度震源深度60公里日本气象厅未就此次地震发布海啸警报环球时报三缺二视频组这视频L这视频的秒拍视频收起全文d,2021-02-14 00:10:00
杨枝甘露,巨人简直就是日本的贴身宣传片帕拉迪岛日本已经没办法了只能使用海鸣了让海对面的大家也能明白只有他们死了八成的人才能迎来和平不然只有日本拥有这个能力核污染能力肯定会被歧视的呀会让鱼卖不出去的而且说到底海对面的美国没有错吗要不是他们不让我们拥核事情也不会发展到这一步啊海对面的人也不是清白的为此哪怕会毁灭人类的前景也只能做了我们也不是不愧疚的啊都鞠躬了虽然最后海对面的大家死了八成但是我日本岛平安无事甚至科技第一了成为最强国也是理所当然的吧,2021-04-10 00:00:00
两只瓜果,这么高的房价这么大的生活压力你确定你会有后代,2021-04-14 00:00:00
Pug先生,食事日本核系列3核污水会影响中国吗还敢吃海鲜吗海洋的核污染物排放比我们想象的要糟很多日本并不是第一家也不是最后一家而且除了核污染物还有其他有害性物质既然海洋环境如此恶劣以后海产品我们还能吃吗我的回答是该怎么吃就怎么吃在给出详尽理由之前我们先要阐明一个常识性的问题某种物质被检测出是否存在只是一方面有没有健康危害是另一方面在工业化的大背景下追求绝对的安全绝对的零污染是不现实的抛开剂量谈毒性都是耍流氓虱子多了不咬债多了不愁这么多的污染您可能都不知道过去几十年不也没耽误您吃海鲜吗有媒体说福岛附近有世界最强的洋流会加快核污水的扩散这在别人看来是坏事在我看来却是好事开水族馆的生物男我们是地球生命共同体文在寅欲起诉日本核污水入海赵立坚说请日本官员先喝核废水外交部召见日本驻华大使提出严正交涉央视梳理日本核污染水事件始末日本核污排海背后的真相如何看待日本核污水入海海洋那么美拒绝核废水不是核废水是核污水福岛核废水与核电厂正常排放废水有什么不同不要用别人的错误来惩罚自己的同胞日本福岛县近海海域60级地震LPug先生的微博视频收起全文d,2021-05-14 10:12:00
是醉是呐,核电站的废水会不会被趁机排放了,2021-02-13 22:16:00
J家日语,想起前两年还没疫情的时候和尼泊尔朋友去鸟贵族喝酒这家伙喝多了站起来踩在椅子上高喊FxxkingJapanese满店的人鸦雀无声谁都没站出来反驳可能这就是日式修养吧,2021-04-20 00:00:00
Echo,哎现在怀孕了只希望能够给后人留一些净土看不得这些,2021-04-09 00:00:00
橡果子szl,渣浪是日浪吗本子开的一早上好几个日本人的热搜担心日本排放核废水后缺钱,2021-05-19 07:55:00
39健康网,日本核废水有多可怕往年核辐射受害者哪里烂了就要切哪本文首发于39健康网百家号4月13日日本政府正式决定将东京电力公司福岛第一核电站内储存的核废水排放入海这一决定39健康网2021414,2021-04-14 00:00:00
全球热搞笑榜,日本地震灾区将迎狂风暴雨或现泥石流等地质灾害据日本富士电视台报道受低气压影响日本福岛地震灾区将在当地时间15日傍晚迎来狂风暴雨日本气象厅表示刚经历了73级地震以及多次余震的福岛县和宫城县等地正是处在此次暴雨天气的范围内且当地或已出现土质疏松少量雨水即可能造成泥石流等地质灾害鉴于此气象厅已发出预警呼吁民众应远离危险区域收起全文d,2021-02-15 13:28:00
investor张锋,日本核废水利好淡水养殖的上市公司正值现在是禁止捕鱼期淡水鱼后面有望价格大涨1淡水鱼概念股大湖股份sh600257公司是国内最大的淡水养殖企业拥有长期使用权的天然湖泊面积近180万亩占我国已养殖湖泊和水库面积的49位居国内第一概念集合淡水养殖医美养老健康中国医保卡家庭可以合并使用白酒天马科技sh603668中国淡水鳗鱼龙头企业淡水鱼饲料龙头企业公司主营业务分为淡水鳗鱼养殖等特种淡水鱼淡水鱼各种饲料淡水鳗鱼养殖加工出口全产业还是出口鳗鱼龙头企业相当于淡水鱼从养殖到加工全覆盖百洋股份sz002696公司有淡水鱼养殖业务2核污染水处理预防南方汇通sz000920贵阳时代沃顿科技公司技术副总经理吴宗策缓缓展开看似牛皮纸的反渗透膜告诉记者这款膜可以过滤掉99999的放射性物质可用于解决日本核辐射引发的海水污染净化问题津膜科技sz300334水处理膜龙头企业国内最早从事膜材料和膜组件生产的公司之一在国内膜法水处理技术领域处于领先水平公司的水处理膜不断拓展石油化工核工业冶金钢铁电力纺织印染等高浓度工业废水处理业务打破国外技术垄断塑造核心竞争优势北化股份sz002246防核辐射第一股北化股份旗下的新华公司核生化防护及活性炭专家公司全资子公司山西新华防化装备研究院有限公司生产核化生三防器材系列产品主要运用于工业防护核生化防护等际华集团sh601718是国内最大的核防护装具生产企业公司有生产各种核防护肤防护帽等中核科技sz000777公司有核污水处理技术海伦哲sz300201公司军品主要包括核生化应急救援和洗消设备危化品事故应急救援装备产品捷强装备sz300875公司产品主要应用于军用核化生防御领域装备收起全文d,2021-04-11 20:51:00
