,博主昵称,微博内容,发布时间
3128,尚羽eather,教育局通报成都四十九中学生坠亡成都49中成都坠亡学生家属不认同教育局通报不知道大家为什么会相信熠杰的话毕竟他给PDD洗地带着人投资结果自己投幼儿园输得裤头都没了还给日本排核废水洗地呢这种人能叫记者2长沙,05月12日 20:11
10314,缘份妙不可言lds,只要他们喝一口核废水我就相信,04月10日 14:02
9933,屋有恶犬,東京黑镜为啥核废水排入大海因为鬼子发现群体免疫不行了准备群体变异,04月10日 19:03
160,我有一只小小盆,救救蒂蒂别让核废水弄脏老婆们,05月05日 17:39
9519,庞晓昆,我发表了头条文章日本福岛核电站排向海洋的核废水在未来是否可以引起海洋生物变异O日本福岛核电站排向海洋的核废水在未来是否可以引起海洋生物变异,05月04日 16:38
6014,小小球长,信他妈几百年前公知谣言的脑瘫真他妈多一个个狗杂种就该滚去喝日畜的核废水,05月21日 08:04
4533,一拳一个法外狂徒张三酱,好骂还有比胡萝卜更难吃的吗谏山创我真想给你妈来一刀你自己睁大你的狗眼看看你画的什么东西当初地鸣怎么没把你踩死三笠被你毁成这个样子你还有什么脸说她是你最喜欢的角色男女主人设全被你画崩了你是喝了核废水吗还是说你暗恋岸本要在已经是一坨屎的结局上再撒一泡尿我真是想给你妈来一刀,05月15日 09:23
4890,Sondy_mio,我们国家有没有弄一些每天实时监测日本周边太平洋海域我国周边海域中核废水里面放射性元素含量情况呢日本这个没有大义的国家照他们以往的德行是一定会偷偷排放的新华社战略安全与军控在线赵立坚个人微博,05月17日 22:34
227,每日来看新鲜事儿,实时新闻媒体焦点日本决定核废水入海引发轩然大波L每日来看新鲜事儿的微博视频,05月05日 15:01
430,肖大同学,哎呀鸡从公知时代一路划水过来又不敢真的公然反天天就阴阳怪气还能咋样呢2012那网络环境还交流问刘嘉玲同意不又穷又废没法移民否则早学五岳他们跑去喝核废水或者去一元购了现在只能混一辈子看着公知越死越多等死呗辟谣知真相文化层面方方都可以发日记完啥蛋,05月05日 02:53
6148,普通的R,小玖铺子飞马萧东邪影视组织二号头目恰这钱真是断子绝孙铜墙铁壁石头更缺德的是日本政府掏了二十亿日元来做宣传美化此次排放核废水行为大家可以看一下微博里有哪些大试图淡化这次事件那他绝对是恰烂钱了,04月11日 22:58
6227,beilam,小日本的恶行世人绝不会原谅他腾讯新闻腾讯新闻专题日本拟决议将福岛核废水排入大海O日本拟决议将福岛核废水排入大海来自腾讯新闻,04月11日 22:24
9162,家里有个猫猫,我爱莲好运莲莲CSH00战略安全与军控在线放假也不能把重要的事忘了战略安全与军控在线日本福岛核废水中不仅含氚而且还含62种金属放射性同位它们存在时间长有化学毒性此外废水中的碳14半衰期为5700年历史上从未有如此大量的放射性核素排放到海洋里去它对海洋环境及生物,05月03日 12:37
10363,萤火虫之光201008,往海洋里倒核废水这种海洋灭绝的事怎么没听到欧美所谓的良心媒体良心政客出来发言呢难道是盟友就允许做这种人神共愤的事吗那些整天嚷嚷自由民主的人难道认为往海里倒核废水是日本的自由吗你们这些人的良心应该是黑色的吧,04月10日 13:12
4283,kkly长高高,哇唧唧哇INTO1官博我说你们脑子是不是被核废水灌傻了啊哇唧唧哇你明天就倒闭官博皮下你明天就玩完,05月14日 00:15
9206,洛荻儿呐,任豪没有人比R1SE更爱R1SE笑死了小糊团嘛我们不知道很正常阿抄袭狗biss还rh说的你也配核废水没喝到就来碰瓷嘛,05月03日 11:27
9776,周期性神经质,都是生意呆人始安公士或敦煌郡公乒乒乓乓的涅瓦河一玶海岸看了一下少女继续发推支持全世界学生周五逃课对日本排核废水目前还一言不发评论里有人提示也置之不理风云sfy瑞典的环保少女呢,04月10日 21:26
1739,超可爱的微微ww,除了道歉真果粒还能做什么可以把饮料混核废水再卖给任桑和他的粉丝们喝既环保又可以展现大国气概瓶盖里多印几个再来一瓶,05月08日 00:14
5655,土工材料生产代加工,在福岛核废水附近海域建造一座边滩水库用以储存核废水边滩水库围堤可以采用吹泥管袋方案直接从海中吸泥入袋泌水固结后成堤库内侧铺复合防渗土工膜封底封坡然后排入核废水库内可建若干隔堤根据核废水排放计划分期排入达到衰减周期后再排入大海这样核废水就可以在日本家门口自行消化因为他们说没啥污染风险了也许有少量渗漏但与全部排入大海比浓度就小的多了本方案的关键是在海里做水库不影响他们的陆域使用核废水排入后在表面设置轻质浮动盖板密封下雨的雨水可以通过设在围堤上的排水孔排入太平洋收起全文d,05月19日 08:36
9998,zealcjy,皿煮滋油的核废水行毒菜的塑料袋不行江宁婆婆,04月10日 18:06
343,早安晚安小安,早上好先喝一杯核废水,05月05日 10:34
1228,小隐不隐Seclusion,进入三次方开除我学籍和国籍也就算了让我喝核废水也就算了不喜欢字字就是恨国没有文化自信是什么鬼牛逼,05月07日 13:40
9235,林苡恬,日本核废水,05月03日 10:57
4733,科研混子1号,PrimeGaogaigar怎么不去拍个福岛核废水题材的啊,05月16日 13:13
3040,凯文00,分享看看新闻视频日本核废水辐射不超标东电造假被专家抓包O视频日本核废水辐射不超标东电造假被专家抓包看看新闻KNEWS,05月11日 08:41
5842,hyf59623895,520关晓彤植物肉周扬青歌词李易峰我到现在才处于叛逆期贾乃亮是从工地回来吗中国超2亿人单身今年一季度GDP同比增长183刘鑫该不该为江歌案赔偿罗永浩还债是否体面日本核废水入海对中国有何影响财经股票日官员称喝了核废水也不能证明安全性周扬青呼吁不养折耳猫股票今日看盘财经现货黄金基金罗永浩还债是否体面邓紫棋我得先结婚再生小孩日本核废水入海对中国有何影响核污水入海有多可怕美国史上最大庞氏骗局主犯麦道夫死亡p2p财经拼多多到底想让你拼几刀谭警官已找到现实版福贵bj市zf处理玖富数科清退问题挺有意思一边喊着依法治国一边有法不依公检法集体失声一边喊着扫黑除恶一边对玖富的犯罪行为有案不立压案不查哪怕你提供无法狡辩的实锤证据一边喊着刀刃向内严惩腐败一边保护伞林立门难进事不办数万份投诉举报石沉大海一边喊着不忘初心牢记使命江山就是人民践行群众路线一边纵容玖富二次收割百姓对百姓呼声麻木不仁视而不见很多人不了解这些事情因为主流媒体集体沉默不敢报道反而对受害人的声音删帖封号压着捂着老百姓投诉无门进京只会被稳被遣返P2P普惠金融连续多年写入政府工作报告并得到领导人力挺央媒黄金时段宣传官员纷纷站台明星拿钱代言国有保险公司保障兜底老百姓相信政府把钱放在玖富数科旗下金融平台出借不明真相的大众还要笑受害百姓贪图利息不理性投资吗除非你是神仙能未卜先知看到背后的惊天犯罪看到监管形同虚设下的腐朽畸形发展崔永元老师去年12月有篇被删帖就是替老百姓发生的可惜声音被那帮老贼隔离了如今回头看可悲的是官商勾结可怕的是保险诈骗可恨的是解开迷雾发现玖富数科涉嫌的金融诈骗集资诈骗洗钱罪虚假宣传等丑恶嘴脸依然却逍遥法外如今的玖富数科集团借国家全面清退p2p之际打着良退旗号二次收割出借人血汗钱欺上瞒下想着办法喝百姓血吃百姓肉如今的政府部门集体噤声相互踢皮球苦的只有投诉无门的老百姓公平在哪正义在哪所有受害人乞求党中央雷霆反腐换一个朗朗乾坤玖富难民歌新版重发房山有个金融办公仆摇身变鹰犬王硕孙诺吕晨飞都是玖富保护伞玖富不是PTOP金融诈骗罪昭然行骗当须造舆论央视胡军作代言宣称玖富实力派产品质优又安全集成南枫做担保中国人保有保险国家法定大平台安全运营多少年各种数据都造假重要信息全隐瞒签前不能看合同阴阳合同两边骗诈骗资产两千亿儿子公司洗黑钱吞没三百二十亿保障计划专用款国家清退政策出庞氏骗局要玩完孙雷设局布陷阱密谋国恒与文銮八月五日签合同玖富从此不回款三十四万人受害一夜返贫寝难安政府责令房山区成立专班化风险区长姓郭名延红负责牵头把班建工作职责分几项专项整治摆当前划清网贷边与界核查更要有重点违法违规要上报涉嫌犯罪交公安难民闻知希望起误当黑夜曙光现专班电话连着打无数难民涌房山投诉材料一叠叠富罪证堆如山专班职责不履行材料装作看不见区区小吏官威大阎罗好见鬼难缠王硕翘起二郎腿孙诺鼻孔冲着天千般推诿帮富万种阻挠防立案难民权益不保护压实股东当笑谈罪证不查不上报还帮富诈骗钱又发新标七十亿坑害百姓多少万失职渎职犹可恕公然犯罪胆包天难民冤屈无处诉各方衙门都跑遍上门追债遭围堵讨要说法反被撵被骗钱财无踪影无奈叹息泪洗面水深火热苦度日生不如死近半年专班勾结贼富出台收割通道案三条通道均是死还说最好任你选你若不选就默认管你心中甘不甘骗选通道施诡计短信电话忙翻天孙雷网上搞直播老婆洗澡衣不穿如果难友你好奇下载APP就被骗悟空钱包不敢进一点就会被骗选选了通道也没用根本不还一分钱只为把人撵国恒撵完再把国恒关从此与无干系主要做给政府看专班欺上又瞒下不化风险造风险贪赃枉法做走狗不知贪了多少钱盼望政府张法网打掉玖富保护伞移交公安快立案彻查背后利益链追缴赃款要仔细早还我们血汗钱孙雷送上断头台不能放跑任一帆郭区十恶不容赦除以极刑也不冤王硕孙诺吕晨飞也要判他十来年他日国法张扬时正义降临民心安2日照2临清市收起全文d,05月20日 11:04
2774,光阴会为你容留最真的人Kim,多方表态反对日本核废水入海请日本政府对海洋环境负责金瀚KimF,05月11日 21:58
2786,黄昏现骸骨,脑子进核废水了日本沙雕日常遥不可及丶LY谏山创我特么真次奥Box君,05月11日 21:39
3293,神也佑我山与,很难不怀疑谏山创是喝了十八吨核废水才想出这么个剧情,05月12日 10:39
9656,marck的人生,太平洋沦为日本下水道计算机模拟福岛核废水扩散全过程L太平洋沦为日本下水道计算机模拟福岛核废水扩散全过程,04月10日 23:40
2498,喵爷VS鱼,看恒河水汇流核废水老瓶盖i这M大王叫我来巡山好一个双向奔赴真十内只要胆子大秦祎墨团灭吧朝辞夏双向奔赴感人啊黑茶伯爵双向奔赴囧兰胸华纳今天倒闭了吗好家伙老梅梅梅好家伙莫克尔_这种双向奔赴真的大可不必,05月10日 13:14
7614,今天我也想加油鸭,大草马桶商人炎客浇了点东国那边的核废水这花长得还挺快,05月01日 00:31
4387,没有说过你要战胜留下欢乐便无憾,切尔诺贝利核电站内或发生核裂变我有个问题就是日本排放核废水到大海里的话会有很多的影响那切尔诺贝利事件发生的时候没有排放到水里的核污染吗这个是怎么处理的啊,05月15日 18:32
2000,乌托邦特色气泡甜冰茶,活蹦乱跳的小丑书都没读过几本Esports海涛选择性眼瞎真是小丑一只乌合麒麟任何世界性质的环保机构只要是对日本核废水不闻不问却跑来指责中国环保问题的都是打压中国的政治工具当放屁就行,05月09日 12:36
9514,一整只盐水鹅,多地发布海虹织纹螺预警核废水以后就不敢吃了,05月04日 16:54
7501,北海秦琴and赵岑让,INTO1官博瓜吃多了小心闹肚子赶紧去太平洋喝核废水,05月01日 09:34
1055,大润发杀鱼熟练工,刘字是什么玩意儿也敢上升到这个高度不是你们粉丝按头同胞二鬼子喝核废水的时候了,05月07日 19:18
4594,痞子逗猫,云村Mlog日语版海底日本核废水填词版戳我看完整MlogO网页链接网易云音乐,05月15日 00:15
1454,什么时候起床哇,豪豪解散后要去日本竞选首相喝光核废水我担解散后马上起飞做大明星大家都有光明的未来,05月08日 20:30
1144,李干纵观时事124,央视新闻外交部奉劝日方不要学鸵鸟外交部发言人汪文斌我们奉劝日方不要学鸵鸟以为把头埋在沙子里就可以万事大吉了向太平洋倾倒核废水已定再劝也没用,05月07日 16:58
973,小陈要一直努力-,管的可是真宽啊既然这样那你们就别喝你们适合去喝核废水,05月07日 22:56
5194,云星兴_,印度忙疫情和选举日本忙着排核废水疫情和吵奥运会开不开顾不上PhilLeafSpace目前向天问一号成功着陆表示祝贺的有NASAESAROSCOSMOS值得一提的是还包括失落的ESAExoMars团队至今还没表态有印度ISRO和日本JAXA查看图片,05月17日 10:34
5259,朱肆月,福岛核电站储水罐已多次泄漏可能早就已经往海里排放了吧两个邻居真不让人省心印度疫情严重日本排核废水真的是祸害人类,05月17日 06:59
3971,或林橘,这个梗不止给手游带来了流量也让更多人知道了毒岛的烂事南方系看了银牙咬碎的样子真是很好笑哈或林橘笑死南方系把持的新媒体怎么可能帮着宣传核废水有害要把福岛冲下来这种朴素的爱国情他们忙着洗核废水合规和躬酱精神呢这种道德瑕疵话术也就吓唬吓唬未成年,05月14日 17:17
4098,齐大概,让喝废水的王局火一把阿理汗准风月谈王局的脑海里满满浮现着福岛核污水天下无邪,05月14日 11:07
10,烧鹅水上漂,常洄家看看在核废水超话看到这个给我笑拉了妹子有Bing赶紧上再拖下去医生也没辙啊,05月05日 23:34
1666,也迪律师万银,也迪时论难怪美国对日本向海里排核废水持支持意见原来自己早就干了排毒的事真正需要对其彻查的应该是美国骇人真相美国海域发现27000桶或含剧毒废料近日美媒爆料美国科学家在南加州附近海域发现了27000多桶或含有DDT的废料8年前美研究人员就发现海底有剧毒废料桶已泄漏但并未得到任何回应该地区有些海狮死于急性癌症脂肪层中就有大量DDT网友美国才是海洋投毒的资深前辈L环球资讯的微博视频收起全文d,05月08日 09:09
4687,木木木aoi,核废水中放射性物质危害有多大一个日本孩子看着福岛核电站的废墟问爷爷以前那里是个核电站吗是的爷爷叹了口气拍了拍孩子的头那泄露的辐射都处理好了吗是的爷爷叹了口气拍了拍孩子的另一个头,05月16日 18:49
5084,魔法部-小耳朵,自私自利的小日本为了方便自家不顾国际社会众多国家的反对不听自己国内民众的心声执意要把核废水排海拉全世界人民为日本的错误行为买单如果日本最后真的把核污水排海我们人类还能活几年,05月17日 17:19
6248,铿锵玫瑰2019,日本要把福岛核电站的核废水排入大海这会破坏全球的生态链也会对整个人类造成巨大的伤害碳14的半衰期是5000年氚锶90许多有害成分半衰期十几年几十年完全衰减要几百年对生态和人类的伤害或许是无法逆转的伤害请共同协商解决方案不要做对人类和生态无法弥补的伤害这会伤害全人类,04月11日 22:14
9563,好想吃煎培根但是有害健康,日本人往海里投核废水真的太坏了太坏了,05月04日 15:07
4326,减肥玩家,电影就是美到每一帧都是屏保呀为了地球请所谓g7成员国率先减排到世界人均另请霓虹国喝光核废水,05月15日 22:34
660,山河镇山河,看了东河之问系列视频云南保山母亲河竟然沦为纳污河引人深思这些年全球气候变暖全国各地干旱情况严重近日日本排放核废水的新闻更是给了我们一个很大的冲击东河的污染一方面是监管力度不够落实不到位的原因一方面也是环保意识缺失造成的此次纪录片的放映有效引起了各界的关注加大了环保宣传相关部门也痛定思痛落实整改期待东河恢复曾经的美景人类对环境做出的有伤害的行为最终只会影响我们人类自己所以像爱护眼睛一样爱护环境像珍惜生命一样珍惜东河收起全文d,05月06日 16:55
1416,h_不能再咸鱼下去了努力斩托,战舞777会吹来新冠病毒日本有脸说这话吗也不看看自己国家整天死人医疗崩溃成什么样子了希望日本的核废水不要飘到中国这里来,05月08日 21:59
5123,精选视频集锦,福岛核电站储水罐已多次泄漏吉林一号拍到铁证福岛核电站密密麻麻堆放废水罐日本铤而走险今日热门L精选视频集锦的微博视频,05月17日 15:28
8258,茉莉奶香-,任豪没有人比r1se更爱r1se任桑故乡的核废水喝完了吗罩子造出来了吗,05月02日 21:49
5345,小娴喵Sherry,Sherry国际商学院日本新文章剖析日本排放核废水至太平洋背后的底层逻辑欢迎大家讨论指正O表演者日本排放核废水至太平洋背后的底层逻辑,05月18日 23:10
10111,皮蝦生花奈米超帕,可以伊露莉謝蕾尼爾菲特泰斯塔羅莎组织一群公知大v去福岛深度旅游用核电站水泡汤在排水口浮潜每天饮核电站的水吃福岛米海鲜都是核电站外现捞的体验一个月之后送福岛永住票非常爱扭给的人让东电和外务省直播现场喝核废水我们打赏我愿意掏钱,04月10日 16:13
3661,当季节不停更迭,在b站看虎鯨的視頻真是好可愛的生物但突然想到日本排核廢水就為這些海洋生物感到難過,05月13日 15:38
5166,dreameryh12345,历史上米国从未有过的尴尬局面哄抢抗疫物资试图垄断疫苗防疫默认日本排放核废水承认以色列攻击巴勒斯坦的合法性条条都是猛踩人类社会道德的底限它不崩上帝都能不容它这就是历史的车轮不管不顾看似无情实则符合客观规律今年米国的情况只看一点米元作为国际储备货币的占比14月占比已经从70pct降到54pct今年航运运力异常紧张实则管理层是有控制的谁tm吃疯囤一堆垃圾美元2厦门收起全文d,05月17日 12:10
2295,Belial的陌雪旸,艹怎么那么好笑乱乱绕TT让他们拿恒河水和核废水交个杯xlei74然后一起喝核废水,05月09日 18:11
7819,杪冬十二·,爱你吗最没资格说这话的就是你这个b人了吧核废水喝完没,05月02日 23:05
702,离不了婚之联盟,将核废水排入海是杀敌一百自损一万的措施更何况日本是岛国更何况日本是一个这样自私的国家更何况海洋和大气的循环能力是如此强大更何况人类对海洋的了解和救赎是如此困难更何况核废水对海洋的污染如此难以估计难以再处理所以我相信日本一定会选择直排以外的任何方法,05月06日 15:31
8227,小熊要吃小区保安不吃小熊饼干,笑了没有人比任豪粉丝更爱喝核废水的了,05月02日 21:55
9205,荆楚公子,日本日本宣布要给奥运会运动员吃福岛食品有国家敢站出来抵制东京奥运会吗关于日本排放核废水的新闻仍在被世人议论就在这时日本方面又出现神奇操作近日根据环球时报报道东京奥运会残奥会组委会宣布早期公开征集运动员餐厅的餐单已经确定包括日本各地方特色菜品以及福岛等受日本地震影响的地区食材也就是说急于证明排放核废水无害日本打算让各国运动员吃核辐射地区的食材这个举动让所有人感到震惊甚至在日本国内引发轩然大波网友们纷纷表示很无语不理解这是在做什么要知道目前日本人自己都不吃福岛地区的食材据报道本月初在福岛海域捕捞上来的黑鲉体内已经检测出含有270贝克放射性铯超出了食品卫生法规定的标准事实上日本神奇搬运并不仅仅如此此前他们还设计了放射性氚的吉祥物和宣传海报给民众科普自然界中充满了氚所以不需要担心的奇怪知识现在拿世界各国运动做小白鼠似乎也不怎么奇怪有专家表示东京奥运会要使用福岛食材相信别国是不会同意的如果大部分国家因此选择拒绝出赛那么可以预见的是东京奥运会可能还没有开始就要宣布结束日本要把福岛食材推上奥运会餐桌东京奥运会收起全文d,05月03日 11:29
6771,饼干小宝99,日本核废水2厦门厦门大学,04月13日 23:59
5809,Pigemon代肝交易平台,巨粉真的废物到一种极致什么精神软脚太君我们真正的中国男儿执行力爆炸直接持刀直冲大伟哥门口而巨粉巨粉只敢在网上口嗨把核废水倒进谏山创的温泉池子里,05月20日 13:06
8576,陆上木成林,二鬼子永远这么恶心建议去喝一下核废水,05月03日 23:23
2570,随心随性随遇而安200403,侯宁回复织田信秀窑孒日本核废水把她喂饱了织田信秀回复LARRICE不懂就问外国人怎么也不找个好看点的来炒作这环保少女长得也太不环保了吧,05月10日 10:30
10163,纳税人老杨,日本拟将核电站废水排入大海日渔民往东京湾排啊菅义伟_网易新闻O日本拟将核电站废水排入大海日渔民往东京湾排啊分享自网易新闻,04月10日 15:35
8087,重生之鸡脚,任豪没有人比R1SE更爱R1SE怎么有空买热搜没空去喝核废水,05月02日 22:12
7422,玛卓克萨斯零食俱乐部,vulpine_porcupine诸公从夜骂到明能骂死伊蒙否阿夏是少年啦啧啧林瘦猫我之前说过我不买蒙牛和伊利还有别的大V兴冲冲跟我科普说国内奶制品质量很好的还要带我去参观奶厂这就好像纯粹从科学角度看日本排放核废水一个道理那是奶质量的问题吗企业就是烂企业,05月01日 10:54
5170,超律志,超律志国际法国际热点日本核废水排入海洋影响有多大发布了头条文章日本核污水入海是否违法国际法如何制约日本O日本核污水入海是否违法国际法如何制约日本,05月17日 11:58
8939,阿哩鹿芽7,东京饮用水致癌物严重超标核废水倒城市里了,05月03日 20:08
8861,白白浅河,东京饮用水致癌物严重超标既然这样日本人直接喝核废水吧,05月03日 21:03
9752,小杨哥JKY,青史独行微博洋奴也集体哑巴了敦煌郡公乒乒乓乓的涅瓦河一玶海岸看了一下少女继续发推支持全世界学生周五逃课对日本排核废水目前还一言不发评论里有人提示也置之不理风云sfy瑞典的环保少女呢,04月10日 21:56
9355,般若为风,五四青年节整这造型还要带上五四话题这幸亏就是没发在微博上也幸亏他已经被锤糊了要是我是曾我马上给他买热搜xyl五四青年节武士cos我劝鳖和i狗换主子吧别救了拉去埋了吧拉去和rh一起喝核废水治治脑子吧,05月04日 22:03
4937,张冶0003,赵立坚说福岛核污染水排海后患无穷日本是被罗永浩和王志安高度吹捧的国家罗永浩还说自己是精神上的日本人在中国还有很多人认为日本是个讲究道德和信用的国家往海洋倾倒福岛核污染废水事件应该让这些骨子里崇拜日本人的中国人有所清醒,05月17日 21:05
1672,董西塔普拉萨,最近好猪摘口罩的时候才发现戴反了昨天刚打电话跟奶奶说最近换季容易感冒要注意今天自己就中招了最近严重污染扬尘天气多发冰雹也常见再联想到不要脸日本排核废水以及东南亚疫情感觉好像人类清除计划的开局,05月08日 08:41
3363,帅哥收割机器,范跑跑好家伙老师跑没错那大学生当小三有什么错毕竟不当小三是道德高尚当小三人家愿意起码没有直接危害到别人的生命艺人约跑日本核废水有什么错毕竟人家自己愿意只能说明这是人性贪污有什么错毕竟当官也是一份工作口嗨女生有什么错性骚扰有什么错都只是出于食色性也的本能罢了打狗打猫打豹子一个比一个快人要是不能克制自己和狗猫豹子有什么区别收起全文d,05月12日 09:32
9852,纯离子,薄荷_爱的逃避行牛一玶海岸看了一下少女继续发推支持全世界学生周五逃课对日本排核废水目前还一言不发评论里有人提示也置之不理风云sfy瑞典的环保少女呢,04月10日 20:03
6251,今天好好学习好好工作了吗,就日本排核废水的事情我越想越生气越想越害怕真的就是一群麻烦一群毒人这个国家毁灭吧,04月11日 22:12
3262,薄巧vvv,右边学会了干燥的风吹过安宁河谷人家为祖国进步操心你整天眼睛盯着外国那么关心外国你移民好了留下中国给我们这些关心这个国家的人还敢笑人家滚粗Roby502是吗日本推脱责任往福岛排核废水给下一代造成什么影响美国新冠死了50万人歧视亚裔给下一代什么影响,05月12日 11:46
2483,政治经济学家,兼于当前境外疫情的严重程度日本夏季奥运会强烈建议中国代表队不要参加一是疫情严重中国队员不能冒险参加对中国人民负责二是对美日等国一段时期以来对中国的污蔑造谣等政治伤害三是对日本在核废水处理方式上的不理智行为等等这些都没有理由继续参加东京奥运会,05月10日 14:15
621,观察者网,美核试验地区核辐射超切尔诺贝利10倍据环球时报报道美国哥伦比亚大学发现太平洋岛国马绍尔群岛的核辐射水平高于发生核泄漏事故的日本福岛和乌克兰切尔诺贝利相关报道指出自二战后美国在马绍尔群岛进行了至少65次核试验科学家采集了土壤样本对核辐射物质进行测定他们发现有些岛屿的核辐射强度是福岛的10到1000倍是切尔诺贝利禁区的10倍日本政府正式决定福岛核废水排海美国务卿发推感谢日方明显努力L超级科普小分队的秒拍视频收起全文d,05月06日 18:30
6146,1zuohong67,让这些孙子每人每天必须干几大碗福岛核废水斯图卡98回复冉闵号巡洋舰网上有冉闵号巡洋舰有没有高清相片贴出来看看都是些什么东西去了,04月11日 22:59
9806,炒股养家实战,0410炒股养家爆两个重磅消息昨天市场情绪如图图片北向资金807亿机构净买入仁东控股162亿共创草坪9217万顺丰控股7759万重庆钢铁6430万豫能控股6001万湖北能源3004万长源电力2642万雪人股份2452万山大华特1485万华通热力1020万指数走到不是很好看不过没有系统性风险预计暂时走箱体震荡叠加去是机会涨上去有风险高抛低吸的节奏一季报业绩披露密集区要注意大白马防雷周五的顺丰控股业绩暴雷带崩权重大票业绩预告目前是有条件强制披露业绩快报是自愿披露正式报告是强制披露由于4月15号是深圳主板包括中小板内所有公司一季报预告有条件强制披露截止日期也就是说一季度净利润增速超过50以上的深主板和中小板在4月15号之前都要披露一季报预告稳健的要注意防雷业绩超预期的话一些个股可能就是博一个高开再牛一点的也就一个涨停板中远海控这种但是如果业绩暴雷不及预期的可能就是好几个跌停4月的特殊性个人感觉权重大票还是没有大行情所以短线机会还是在题材小票上今年至少上半年预计都是投机大年所以短线选手可以不必去在意大票的涨跌和指数的涨跌在指数没有系统性风险的情况下比如没有出重磅利空美股没有出现股灾式杀跌等安心做个股就是题材方面虽然周四周五高位股都是大分歧亏钱效应比较明显但是可以看出资金并没有放弃这条线去选择抱团大票资金还是在这个方向去寻找突破周五的氢能源电力二胎海南还有次新以及不设涨跌幅限制的新股高标和连板股接力接下来几天还是拼的对市场的理解能力和盘面应变能力一般股民可以主要关注消息刺激的新题材首日的参与机会以及低位资金挖掘的首板和一进二的机会总体来说退潮期暂时控制仓位不是高手不要重仓出击几个消息一日本决定将核废水排入大海爆炸性消息全球都在关注二阿里巴巴回应被处罚18228亿坚决服从将强化依法经营周末也刷屏了三美股三大指数集体收涨道指标普500指数续创历史新高四7家钢铁上市公司一季度净利预增上限均翻倍五猪肉价格连降十周分析师称还有下跌空间六肖钢全面推行注册制还需要一定的时间和条件题材方向一海南自贸区最近海南板块走的比较强势如下图图片这个方向可以继续留意主要是前排个股海南题材比如叠加次新的葫芦娃叠加医美的览海医疗叠加今日头条的华闻集团阿里巴巴被处罚利好拼多多等相关平台海南算加分属性有题材叠加的首板和换手晋级板可以留意二碳中和近几天电力氢能源方向走的比较强一些长源电力豫能控股湖北能源等涨停不过这几只周一都不是特好好介入一方面轿子较重另外上方套牢盘的压力最重要的是周五这些个股对板块的影响力带动力度不是很明显侧面说明大家还是有分歧周一的话高开加速不去有分歧低吸机会激进的可以试着控仓博弈另外雪人股份和美锦能源可以观察一下是否会超预期表现外加一只中材节能头铁的就观察这几只稳健的可以留意低位的首板还有叠加其他题材的个股比如次新海南等三钢铁和碳中和有着千丝万缕的关系但是还是把它分开说周五留下几只活口加上周末还是有一些利好消息所以这个方向并没有结束前排的看重庆钢铁安阳钢铁太钢不锈等要么是一季报业绩很好要么有机构加持所以会有反复高开加速不去分歧低吸可以留意这个板块持续性不是很好所以低吸相对比较安全一些另外可以留意一季报业绩方向利好的个股包括周末的中泰化学等化工方向也是一季报预增的重点题材方向后续都是倾向于走趋势行情留意低吸潜伏轮动机会对于上涨趋势参与的机会在1趋势突破2高点失败3回踩不破都是确认趋势的布局机会四次新情绪退潮资金的重点进攻方向之一补涨龙泰坦股份继续8连板不过这票没先手的还是不太好参与主要和市场的情绪有关要临盘决定顺控发展预计周三或周四放出来那么次新方向上方都有空间板下面的首板一进二等低位的晋级的还是关注重点比如叠加海南的葫芦娃四家机构大买的共创草坪等还有就是不设涨跌限制的个股不排除短期爆炒一下的可能但是这个方向风险也极高高手的游戏每日热股次新泰坦股份氢能源雪人股份化工云南能投业绩增长重庆钢铁海南葫芦娃二胎金发拉比网红经济文投控股超跌华闻集团环保海天股份昨日关注个股回顾早盘关注的金发拉比没有给机会盘中关注的重庆钢铁没有给机会午后关注的通用电梯后面应该还有一个反抽板今日提醒一季报业绩方向留意个股机会今日核心股观察泰坦股份高标活口当风向标去观察今日关注览海医疗收起全文d,04月10日 21:00
7599,-煙郗-,夺笋马桶商人炎客浇了点东国那边的核废水这花长得还挺快,05月01日 01:18
3955,與你旺仔,不得不说泰迦的情感类剧情拍得真不错但是看剧里那些动物拟人的怪兽rbr再排核废水进海里过几年说不定真的见得到,05月14日 19:04
1936,玫瑰病历薄,玫瑰病历薄谁他妈明白我我每天看着我老公和喝核废水的站在一起我什么心情我另一个老公被迫和丑人麦麸我他妈什么心情我看着那些养胃cp连饭都吃不进去我不发疯谁发疯内娱还能有不丑的男团吗干脆杀了我好了,05月09日 13:30
954,颤抖吧地球人1111,把天地看遍再这样下去美国就是核泄漏了废水也是枫糖风味的,05月07日 23:52
5045,Foxcon不是富士康,夏不离春不来日本是用核废水让世人唾弃吗,05月17日 18:19
10050,梵高的手稿,说起来都是泪莫须有的新疆棉花事件闹得全球风雨日本人朝大海排核废水全球静默这是为什么环保组织呢海洋生物保护法呢西方国家和丑国怎么BBLL了那些平时一个个说中国不环保威胁世界环境和空气质量的环保人士以及专家们怎么不站起来批判他们呢,04月10日 17:18
8751,柳太阳的吹风机,冲浪男孩钻钻子格局盐焗烤鸡把核废水都清理掉,05月03日 21:50
3233,百姓瞭望台,日本推出温泉外卖177元送温泉到家温泉开设了温泉外卖服务20升桶装温泉的外卖价格为3000日元约合人民币177元网友担心他卖的核废水,05月12日 13:09
